Consecutivo;Tipo_entidad;Codigo_Entidad;Fecha_Corte;  Area;Tipo_Informe;CIDT        ;Codigo_Formato;Codigo_Clase;Codigo_Grupo;Codigo_Cuenta;Cod_SubCuenta;COL0                ;COL1                ;COL2
        163;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           81;           28;19144409.00         ;19144409.00         ;?
        332;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            8;           14;3162709.43          ;3162709.43          ;?
        112;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;            3;           25;876540151.00        ;?                   ;876540151.00
        103;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           55;           95;45074531.25         ;45074531.25         ;?
        573;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           98;           55;1803443550.13       ;1803443550.13       ;?
        530;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           20;            8;2075519114.13       ;2075519114.13       ;?
        349;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            6;           45;92107249.57         ;92107249.57         ;?
        682;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           20;           29;26808540.12         ;26808540.12         ;?
         82;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;           32;782791.00           ;782791.00           ;?
        177;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           96;           40;719100014.16        ;719100014.16        ;?
        325;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;           12;43940609.00         ;43940609.00         ;?
        269;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;            2;            4;126244365104.49     ;126244365104.49     ;?
        212;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;           48;3398202008.17       ;3398202008.17       ;?
         40;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           87;           22;13034766.00         ;13034766.00         ;?
        302;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;            2;           16;6192672.36          ;6192672.36          ;?
         23;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           2;            5;            5;5837206574.34       ;5837206574.34       ;?
        301;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            5;           35;6442028565.65       ;6442028565.65       ;?
        199;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           92;           20;1182622.00          ;1182622.00          ;?
        455;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;            2;2412371296.00       ;2412371296.00       ;?
          5;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           96;            0;2390801564.16       ;2390801564.16       ;?
        701;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           74;           66;3566549525.00       ;3566549525.00       ;?
        882;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           55;           60;3412804.00          ;3412804.00          ;?
        526;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           32;           34;712306.00           ;712306.00           ;?
        730;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           90;           65;18732648.74         ;18732648.74         ;?
        809;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           74;           70;4202312406.50       ;4202312406.50       ;?
        122;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;            4;           30;476634743.00        ;476634743.00        ;?
         83;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           12;           10;702214424235.70     ;702214424235.70     ;?
        321;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           86;           26;31568.00            ;31568.00            ;?
        842;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           30;           56;16265879596.89      ;16265771295.16      ;108301.73
        228;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;           28;7303555430.26       ;7303555430.26       ;?
